code,relative_text_contribution,relative_group_fit,quote,ID,row_num
V3,0.73,0.946,"I would still like to know how he knew to go to that particular roof. He didn't just go there on the spot after seeing where all the security was. He was planning to go there because he brought a ladder precisely for that purpose, and knew exactly where to put that ladder in order to get there. How exactly did he know to go precisely to that roof of precisely that building? Not only did he know, he knew so well in advance he knew to bring a ladder and where to put that ladder. Of course it could be just astonishing coincidence. He planned to go to that building on his own, and it just so happened, by sheer astronomical luck, that it was the only building that the secret service nor the police had not secured.",Ugx_aAqamxfHLGIvS0l4AaABAg,3290
V3,0.73,0.946,if you provide inadequate security and in the same time gaslight milons all you have to do is wait for inevitable and hope it will play itself . Just think if you are a boss who sets up security around Trump and leave access points deliberately you are in position to allow this to happen . if SS were afraid to go on roof than set up few hundred dollar worth cameras to monitor roofs and area around DUH how many spent shells were found on roof or around roof if they managed to roll down no cameras around safety perimeter to monitor grounds but millions in budget for security ? any girlfriends in shooters life ? or was he gender confused ?,UgyGRyDge8uDIK136MZ4AaABAg,5084
V3,0.723,0.946,"From the very minute this happened, I immediately believed TRUMP SET THIS UP! That's why secret service behaved the way they did, taking so long to respond, allowing Trump to expose his head on stage after \almost\"" getting you know what in it! It also explains why Trump was completely unafraid and had that rockstar pose ready to go with the flag spread out behind him! It is also why the kid was able to get so close to a president with a G, and with such ease as well. Its honestly a brilliant plan, if Trump gets away with it, and I'm sure he will. He has made himself immortalized. He has completely changed what will be associated with his name forever. From criminal to survivor. He made himself a hero and anyone on the fence about him before is fully in his corner now! Even people who didn't like him are now softened to him. I'm also assuming they told the kid his family would be taken care of for his part in this and sacrifice, my opinion. Also, as for the innocent victims, when has anyone in government ever shied away from the loss of innocent lives for a \""cause\""? I can feel it in my gut, this was Trump!""",UgywCzkfU3octZf_jIZ4AaABAg,12025
V3,0.723,0.946,"From the very minute this happened, I immediately believed TRUMP SET THIS UP! That's why secret service behaved the way they did, taking so long to respond, allowing Trump to expose his head on stage after \almost\"" getting you know what in it! It also explains why Trump was completely unafraid and had that rockstar pose ready to go with the flag spread out behind him! It is also why the kid was able to get so close to a president with a G, and with such ease as well. Its honestly a brilliant plan, if Trump gets away with it, and I'm sure he will. He has made himself immortalized. He has completely changed what will be associated with his name forever. From criminal to survivor. He made himself a hero and anyone on the fence about him before is fully in his corner now! Even people who didn't like him are now softened to him. I'm also assuming they told the kid his family would be taken care of for his part in this and sacrifice, my opinion. Also, as for the innocent victims, when has anyone in government ever shied away from the loss of innocent lives for a \""cause\""? I can feel it in my gut, this was Trump!""",UgyRmSCvwi3vY53KYFZ4AaABAg,12026
V3,0.723,0.946,"From the very minute this happened, I immediately believed TRUMP SET THIS UP! That's why secret service behaved the way they did, taking so long to respond, allowing Trump to expose his head on stage after \almost\"" getting you know what in it! It also explains why Trump was completely unafraid and had that rockstar pose ready to go with the flag spread out behind him! It is also why the kid was able to get so close to a president with a G, and with such ease as well. Its honestly a brilliant plan, if Trump gets away with it, and I'm sure he will. He has made himself immortalized. He has completely changed what will be associated with his name forever. From criminal to survivor. He made himself a hero and anyone on the fence about him before is fully in his corner now! Even people who didn't like him are now softened to him. I'm also assuming they told the kid his family would be taken care of for his part in this and sacrifice, my opinion. Also, as for the innocent victims, when has anyone in government ever shied away from the loss of innocent lives for a \""cause\""? I can feel it in my gut, this was Trump!""",Ugx_j9IRiPrlOWXIARJ4AaABAg,12028
V3,0.709,0.946,"I'm retired law enforcement and have worked several presidential details. Some quick points, after 9/11 we were all supposed to be able to be on the same radio frequency during a crisis, this didn't happen so response is scattered and delayed at best, I believe he took the rangefinder into the rally so he could use it to check yardage from the roof and Trump and then go adjust the scope on his rifle as he wouldn't have time to do it on the roof. Also, he was a person of interest from the time he entered the rally, why didn't someone go talk to him? If nothing else he would know he was being watched. 90% of Police effectiveness is just simple Police presence. That alone prevents crime. Why after the Secret Service knew all of this did they allow Trump on stage? In response to the Officer who climbed the roof and saw the shooter, would you have engaged him when he pointed a rifle at you and you couldn't defend yourself? Lots of failures by everyone involved. As a side note, complacency kills and I think this played a huge part in the incident. We all get used to the same thing happen the same way every time and don't expect things will happen simply because it hasn't happened before.",UgyHpo3jbla4siONJrh4AaABAg,1397
V3,0.707,0.946,4:06 LET ME GET MY SHOES fire fire fire fire hundred points hundred points hundred points hundred points hundred points hundred points hundred points,UgwBBoDerJ4XHp1UjE54AaABAg,8461
V3,0.704,0.946,"Quick correction: The ladder in between the two buildings was placed there by SWAT. The ladder that he used was a 5\ ladder that he placed next to the awning, on the building to the right. He climbed that ladder and the crossed the small gap between buildings using the roof of the connecting walkway (where the SWAT ladder was) and got into position. Also, he was actually located closer to the front of the building, only a few feet from the laddered walkway, when he took the shots and was then killed.""",Ugzlc_z_WplwVTNZIOR4AaABAg,4285
V3,0.704,0.946,"I have to wonder why is he by himself behind a chain link fence. The only other person seen behind this fence is a police officer at time stamp 1:14. which would suggest it was a no go zone. The police lost track of him in the crowd. There is only him and a police officer in that area. That's like losing your dog in an empty school yard. If you do way 6 feet tall and just standing there. Where is this back pack? How big was this back pack to hold an AR without it sticking out. It was broke down. Does anyone here know how long it takes to pull an AR out of a backpack, then reassemble it. Load the magazine a pull the charging handle from a prone position. I also understand he had 50 rounds of .223 ammo. What's that an extra 20 pounds of gear. Strangely there is video being shown of him bear crawling but not assembling this unit.",UgwCgOe6nC4QDvk_GC14AaABAg,6228
V3,0.693,0.946,"So there are a number of things wrong with this video. First we do know what broke down with the security at this event. The police actually had detained the shooter having found him with a range finder but then left him unattended to allow him to move freely. Second, secret service is responsible for all security and points of security at these events with them being in coordination with local police. Third, the building that the shooter shot Trump on is known as the snipers hotel. This is the building that a likely sniper would choose as their location. Fourth, secret service is supposed to be on top of all buildings at these events to prevent situations like this from happening where a sniper can climb onto the roof freely and without challenge. Fifth bystanders were yelling at police several minutes before the first shots rang out that the shooter was climbing on the building with a gun and police did nothing.",UgyO0TLOj33aZ19hAgt4AaABAg,16402
V3,0.691,0.946,He didn't go through security with a rifle or a big ladder. They both had to already be there. Where did the ladder go after he was on the roof? The cops couldn't get up there but the kid didn't pull the ladder up now did he. In the overhead footage there is no ladder in sight. Where did it go?,UgwOkUksVClJCVVUe554AaABAg,3826
V3,0.688,0.946,"OK, the punk bought a ladder at Home Depot. A 5-FOOT LADDER. The ladder in the photos is NOT a 5-foot ladder, it's more like about 12 feet. You aren't going to climb up on a roof with a rifle and backpack from a frickin' 5-foot stepladder. Try that yourself. No Way! Now There were supposedly \explosives\"" in his car, but there was no actual bomb...why would he have a detonator if there was no bomb? What 20-year-old kid could build a remote detonated bomb anyway? That is a pretty high skill level, no? Obviously he THOUGHT there was a bomb, since he supposedly brought the detonator, which means HE DIDN'T BUILD ONE...he was TOLD by whoever gave him the detonator that there was a bomb. THIS REEKS OF A SET-UP!!""",Ugz3-Uwqfkj6s0on8JN4AaABAg,2725
V3,0.686,0.946,"WTF !! A ladder ! be it placed there for him or more likely an access ladder bolted to the wall, why was there not a police or security presence guarding that ladder . Police actually on the roof and patrolling the walls of the building, the most obvious place for an assassin, which would have only needed five officers. Also, he apparently was on the roof for some time, why did those two security sniper team, i.e. one the observer, of which one shot him, not report a man on the roof as soon as he was on it. I don't go with a Democratic conspiracy or a setup by Trump, I would say being ex military and reading and being told by ex-soldiers how bad things are getting due to Woke issues especially women in active and senior positions, i.e. the two female FBI officers having no muscle memory getting their guns out plus half Trump's size but twice as fat, the western world had now lost it's once vast superiority in defence in all its responsibilities.",Ugx9Wl0exrewe1iKiXZ4AaABAg,2812
V3,0.686,0.946,Job well done! Great attention to all the technical details. But allow me to mention a few things that you left out. * 26 minutes before shots were fired The shooter was spotted on the roof by a Trump supporter while they were in the area outside of the rally. Within a few minutes dozens had gathered and were shouting and pointing to get the attention of law enforcement. Numerous calls were made to 911 and the local police department. * Even though the advanced protection team identified the building as a prime vulnerability. There was no active perimeter or rooftop security present. Although there were several secret service agents inside the building literally right under the shooter. * Crooks had been noticed hours before the rally by local police. He was photographed and reported as engaging in suspicious behavior. *Although Crooks was registered as a Republican; he also contributed to Biden's campaign in 2020. Registering as a Republican to vote in the primaries is a well-known tactic of some young leftists. Presumably to vote for the least desirable candidate. This common strategy was revealed in some reports during the New Hampshire primaries. Also Crooks was known to regularly wear a mask in public even after the pandemic. Not exactly behavior consistent with a young Republican.,Ugw-RqaGVB_ikDHhbBx4AaABAg,3837
V3,0.684,0.946,"The use of local police forces to provide overwatch isnt a good idea. Yeah, they know the local areas, but they arent, and I dont know exactly how to out this, but they arent well trained for this type of pressure. In the military basic infantry can get pulled for VIP escort missions because of the type of training we do on a daily basis which is highly specialized in the type of stress that these situations entail. Local police departments dont really practice VIP guard scenarios. Dont get me twisted, they are vital for security in local areas and they are valuable for setting up security, but they shouldnt be the primary reactionary force. There should have been more specialized people, possibly acrivated National Guard sniper teams in the area, local SF National Guard teams, local Active Army units, MP's. Again, local police are valuable, but not as primary defense on a detail involving someone like the preaident or dignitaries. Its just a different type of ball game.",UgwCqMRdexetgfEcp2h4AaABAg,6068
V3,0.684,0.946,The perimeter range you are showing isn't what other SS agents have told us. What we have to find out is why the Director told the SS counter sniper team was told to not engage a fully-armed threat they are trained to take out before any shot is fired. And your report fails to address the ladder that was in place and if the SS detail would have had these buildings pre-sighted as highest risk and no one removed it or guarded the perimeter of these groups of buildings. You also failed to report on why Jill Biden suddenly happened to show up in the area at the time of the event to reduce the security detail to pull more resources from Trump's event to appear at hers. Report assessment = total failure and cover story of false information to give us. Try again WSJ.,Ugw2i4wGdLfMuL9LQnx4AaABAg,8356
V3,0.681,0.946,"From the very minute this happened, I immediately believed TRUMP SET THIS UP! That's why secret service behaved the way they did, taking so long to respond, allowing Trump to expose his head on stage after \almost\"" getting you know what in it! It also explains why Trump was completely unafraid and had that rockstar pose ready to go with the flag spread out behind him! It is also why the kid was able to get so close to a president with a G, and with such ease as well. Its honestly a brilliant plan, if Trump gets away with it, and I'm sure he will. He has made himself immortalized. He has completely changed what will be associated with his name forever. From criminal to a s s a s s i n a t i o n survivor. He made himself a hero and anyone on the fence about him before is fully in his corner now! Even people who didn't like him are now softened to him. I'm also assuming they told the kid his family would be taken care of for his part in this and sacrifice, my opinion. Also, as for the innocent victims, when has anyone in government ever shied away from the loss of innocent lives for a \""cause\""? I can feel it in my gut, this was Trump!""",UgyFVdcZllSywiNxG1Z4AaABAg,3505
V3,0.679,0.946,"How did he get an AR-15 to the rooftop without being spotted? He parked outside the security perimeter and walked to the rooftop location, so he would have had to go through security. There are pictures of him in the area before the shooting and he's not carrying anything. And there's not a bag or container on the roof in any of the postmortem photos. How did the gun appear on the roof? Am I missing something?",UgwjgEIlZ_Bv3rS7WIx4AaABAg,2956
V3,0.679,0.946,There were no police there at all. At the front entrance a riot broke out. No police. Inside no police. Secret service came 1 hour before we went into the rally to set up metal detectors. We stood in line 4 hours till they showed up. Once inside the rally no police until 1 hour before trump came out then they were setting up their guns on the roof. Taking the guns out of the bag. Setting up the tripod.,UgxZcsUf3LzCqVC1cCx4AaABAg,8064
V3,0.672,0.946,The civilians who shouted warnings about the man on the roof saved Trumps live. Their warning shouts definitely unnerved the gunman so he didnt have enough time to take proper aim. But why did the snipers on the roofs took so long to take action and why looking in only 2 directions and WHY teams on only two roofs. The gunmans roof should also have been manned with a team.,UgzJ7_8OrL9ADSrsaEt4AaABAg,5760
V3,0.67,0.946,"He just climbed that ladder, huh? Did the Secret Service put that up for him to climb or what's the deal? Doesn't make any sense why there was a ladder there and if he carried it that don't make any sense either because he definitely would've been spotted with it. Not to mention unlikely he carried a 10 foot ladder, rifle bag of ammo and rangefinder. All of this stinks to high heaven of inside job.",UgzNhxVxcKZE8NoLy5F4AaABAg,825
V3,0.661,0.946,"Arizona Rep. Eli Crane in X: \I'm on the roof of the building in Butler, PA, where shots were fired in an attempt to assassinate President Trump. As a former Navy SEAL sniper, it was clear to me that many security measures were dropped making President Trump extremely vulnerable. Many questions still remain.\"" Cheatle drew wide criticism when she justified the lack of Secret Service presence on the rooftop to ABC News saying, \""That building in particular has a sloped roof at its highest point. there's a safety factor that would be considered there that we wouldn't want to put somebody up on a sloped roof! so, the decision was made to secure the building, from inside!\"" Crane noted second floor windows in an adjacent building where Secret Service were \""supposedly in the second floor of this building behind!: \""This video was taken from one of the windows the Secret Service had access to, overlooking the entire roof. As you can see, they had complete coverage. Makes you wonder how on earth they allowed the shooter to access the roof, let alone crawl up it & fire several shots?!\""""",Ugzgxlp1Goid-kmM_k54AaABAg,5470
V3,0.661,0.946,"Well the building clearance didn't fall through the cracks by The Secret Service , because they've said no snipers were placed on the roof of the building due to the roof being slanted and that there were safety concerns for the snipers. unamused face smirking face How would you know the roof was slanted if you hadn't looked into or cleared the building? Then Secret Service said that the shooter was using a range finder to look at them (Secret Service Snipers) watching him (Shooter.) A police officer goes up on the roof where the shooter is before shots are fired. The story is, he ducks and falls backwards off the roof. Or did he turn around and run away??? unamused face",Ugzkzh2iZRyNLVWN7bB4AaABAg,7868
V3,0.661,0.946,"Are we clear Are we clear Are we clear Are we clear Are we clear Are we clear Are we clear Yes, we are clear. Are we clear Are we clear",UgwoON-y5D1ltErrJ594AaABAg,10441
V3,0.654,0.946,"So snippers supposedly couldn't see a man crawling on top of the nearest building right below them? In which the crowd was screaming shooter on the roof for 10-20 minutes and pointing. I find that almost impossible to believe! He also happens to buy a ladder as if he knows that building would be clear. And did anyone see smoke or muzzle flash from the roof. Walk 160 yards and see how far that is, his one shot he gets off while Trump is up above the bullet proof barrier was dead center of his head minus the turn. That's one hell of a good shot with what many said was iron sights. Why haven't they shown the weapon and why is the simulation show a scope when reporting didn't? There is something more to this and maybe this guy was directed up there as the patsy!",Ugx49cBiK_SLmagxMgl4AaABAg,10833
V4,1,0.913,"As an analyst who isn't skilled in analysis, and because I'm not American and I don't like Trump, I will give my honest opinion for the sake of history that hasn't been recorded yet: 1. The security did not agree to provide the campaign with adequate support despite repeated requests! 2. Many members of the public informed the responsible security officials multiple times about a person on the roof carrying a weapon, and the security did nothing! 3. The security did not take any action despite receiving warnings and information about a direct threat to the life of the former, and possibly future, president. Even with a weapon on the roof, witnesses informing them, and a visibly armed person, they did nothing and watched live as the criminal shot at the president's head and body. 4. The sniper took his time and a deep breath before firing at the president, even measuring the wind speed. 5. The killer took about a minute and a half to prepare for the shot. 6. The criminal was in the sight of the security the entire time, yet they did nothing to move the president, inform him, warn him, or shoot the criminal. 7. The criminal, his location, and his weapon were known and visible to the security, under their watch the entire time before he fired, yet they did nothing. 8. The security watched the crime unfold before them and did nothing. 9. After confirming that the armed criminal shot the president in the head and body, they then moved with unparalleled speed to neutralize the killer, killing him with unmatched precision and professionalism, thanks to their continuous and excellent training by the best trainers in the world and at an incalculable cost due to the massive funds spent on security. 10. Finally, this indicates that the security was deeply complicit, wanting the president to die before they moved to neutralize the killer. They gave the killer a long time to prepare and aim to kill the president, and then the security intervened to kill the assassin, just as they did with John F. Kennedy, to appear as heroes. 11. However, Trump was very lucky; thanks to the neck muscles and his quick reflexes, he moved his head and avoided the bullet entering his head. The security was surprised that he was still alive. 12. The refusal of the head of the security agency to answer any questions is the biggest evidence of her betrayal and incompetence, or the incompetence of her mental faculties.",Ugwwmo1tm_rC0RXy7D14AaABAg,8998
V4,0.989,0.913,"As an analyst who isn't skilled in analysis, and because I'm not American and I don't like Trump, I will give my honest opinion for the sake of history that hasn't been recorded yet: 1. The security did not agree to provide the campaign with adequate support despite repeated requests! 2. Many members of the public informed the responsible security officials multiple times about a person on the roof carrying a weapon, and the security did nothing! 3. The security did not take any action despite receiving warnings and information about a direct threat to the life of the former, and possibly future, president. Even with a weapon on the roof, witnesses informing them, and a visibly armed person, they did nothing and watched live as the criminal shot at the president's head and body. 4. The sniper took his time and a deep breath before firing at the president, even measuring the wind speed. 5. The killer took about a minute and a half to prepare for the shot. 6. The criminal was in the sight of the security the entire time, yet they did nothing to move the president, inform him, warn him, or shoot the criminal. 7. The criminal, his location, and his weapon were known and visible to the security, under their watch the entire time before he fired, yet they did nothing. 8. The security watched the crime unfold before them and did nothing. 9. After confirming that the armed criminal shot the president in the head and body, they then moved with unparalleled speed to neutralize the killer, killing him with unmatched precision and professionalism, thanks to their continuous and excellent training by the best trainers in the world and at an incalculable cost due to the massive funds spent on security. 10. Finally, this indicates that the security was deeply complicit, wanting the president to die before they moved to neutralize the killer. They gave the killer a long time to prepare and aim to kill the president, and then the security intervened to kill the assassin, just as they did with John F. Kennedy, to appear as heroes. 11. However, Trump was very lucky; thanks to the neck muscles and his quick reflexes, he moved his head and avoided the bullet entering his head. The security was surprised that he was still alive. 12. The refusal of the head of the security agency to answer any questions is the biggest evidence of her betrayal and incompetence, or the incompetence of her mental faculties.",UgyW2HFA7r09tF_XTzB4AaABAg,436
V4,0.947,0.913,"warning warning warning 100% that trump organized his own shooting warning warning warning the problem with him is that he thinks his voters are stupid and therefore they can be easily manipulated and he does this every day. Everyone knows that he gained a big advantage with this failed assassination attempt ! And this is how trump covers up his dirty plan warning warning warning Because if the opposition wanted to shoot him, he would have hired a professional assassin to carry out the assassination! And so 100% that Trump would not be alive now warning warning warning But what happened in this case, the perpetrator of the assassination was an absolute amateur, there was a 99% chance that he would fail warning Then I ask every intelligent person who is the one who sends an amateur to the assassination to fail and so trump gets an advantage, this is worth thinking about for everyone who can do it warning warning warning",Ugy62VyEUUPe6CtMllt4AaABAg,91
V4,0.919,0.913,"I AM PRESIDENT TRUMP I WILL HAVE MY JUSTICE MAY GOD HAVE MERCY FOR MY ENEMIES BECAUSE I WONT WHEN DO YOU PLAY THE TRUMP CARD joker TREASON!!! YOU DO KNOW I HAVE THE NUKE CODES AND THE FOOTBALLHAPPY NEW YEAR !!!!! THE BEST IS YET TO COME!!!!! WHEN DO YOU PLAY THE TRUMP CARD!!!! Until the world sees the TRUTH! \I was right about a lot of things and I'll tell you this, I'll be right about the election.\"" - 45 IT WAS NOT EVEN CLOSE!!!!! AUDIT ALL THE STATES!!!!! DEEP STATE CAN KISS MY ASS!!!! I HAVE NOT conceded the election! This is very important for what comes next. You see, if AZ decertifies their results the ENTIRE election is now in question. Congress cannot certify election until ALL states have certified. Just like a state cannot certify unless 100% of their counties certify, the same is true of a national election with the states themselves. As Trump hasn't conceded, he now has a right to contest the entire election and that will mean the remaining 49 states will have to conduct a full forensic audit as a result. Why do you think so many states are visiting AZ for the audit right now, including states that supposedly already went Trump and didn't have contested election issues? They know what is coming. Do you all remember prior to the 2018 election Trump signed an EO13848 making national elections a matter of national security? >>>Now put two and two together. If even ONE state shows fraud it calls into question the results >>>of the entire election. Being a matter of national security now puts it under the purview of >>>who as forensic audits are done state to state? If you answered the military you are on the right track. I AM COMEING THE BEST IS YET TO COME!!!!That means they're playing along with Trump and im in control they've already given Trump back his power they've already reinstated him they reinstated them recently""",Ugy64NcH5hhhqnz6juZ4AaABAg,2083
V4,0.804,0.913,"There's a lingering smell with serious concerns raised and questions that need attention and answering. It's shocking that Trump was targeted this way and many have already blamed the mainstream media for their relentless attacks simply because of his popularity. Thomas Crooks is dead and so we'll never get his version of events, his motives for the attempted assassination, and whether others may or may not have been involved given the ease of him simply waltzing past multiple layers of security and law enforcement officials. Many find that staggering and unbelievable that this could happen. I can, to an extent, draw a parallel with the Kennedy assassination. Lee Oswald was openly shot dead by Jack Ruby in front of reporters and law enforcement officials. Whatever Ruby's motive, Oswald was dead and never convicted of the alleged offence. He had, whilst in custody, attempted to make a call, long distance, from Dallas to North Carolina. The call, known now as the Raleigh call, was not put through under instruction from two plain clothed guys that listened in to his call. The telephonist on duty that night kept and recorded that information on a slip which only came out years later and was investigated by the FBI raising even more questions. With Crooks, I'm sure that more will be revealed as time passes so let's see what is finally comes out. By the grace of God, and by a miracle, Trump survived. God bless America.",UgwL9ft--P-xeuvWgC94AaABAg,12903
V4,0.763,0.913,"The senators' questions seem flawed. It appears that they are judging the situation without waiting for the internal investigation to be completed. The questions appear to be biased, aimed at finding a scapegoat to appease voters. This approach does not build a society; it only undermines it. 1. **Confidentiality Limitations**: During an internal investigation, there are often restrictions on the information that can be shared publicly to protect the integrity of the process and avoid influencing witnesses or public opinion inappropriately. 2. **Political-Media Pressure**: Politicians may feel pressured to respond to their constituents and might use the situation to demonstrate they are acting decisively. This can lead to a focus on demanding quick answers, even if those answers may not be fully transparent at that moment. 3. **Right to Defense**: The official has the right to defend their position and provide the information that is available without compromising the investigation. This can create a gap between what is expected and what is feasible at that time. 4. **Balance Between Transparency and Procedure**: It is essential to find a balance between the need for transparency and the need to follow proper legal and administrative procedures. Complete transparency might not be possible until the investigation is concluded. I support the public official until the investigation is completed; only then will I judge their actions. Never allow politicians or the media to think for you.",UgxRuHgLthfUqOjp3BZ4AaABAg,4861
V4,0.723,0.913,"Why trump's campaign did not have additional hired security detail? As a former president trump has a certain amount of secret service assigned to him. As a candidate he is exposed to locations that have open spaces. The campaign has not paid $' owed to them for all the services provided during his rallies. The secret service is probably limited on what they can provide candidates. After trump officially becomes the rep party nominee, I'm sure more secret service detail should become available. Prior to this event, why would tax payers $'s should go to provide xtra security to a candidate. He is supposedly a billionaire w large amt of $ to his campaign. It should be his campaign' s responsibility to provide additional security detail. As a candidate like anyone else, he needs to pay for his security, again as a former president, he gets some, but obviously not enough to fully protect him in a campaign rally . No other candidates get secret service he already gets more than he should. He says he is a billionaire, let him pay it",UgzQiYn-JYfUqCXbTzV4AaABAg,6611
V4,0.721,0.913,"\Controversial ar15\"" ? Please explain yourself ? What exactly gives you justification to make a statement like that as if it's a fact ? Ya know instead of being honest and stating that it's YOUR BELIEF that this gun is somehow \""controversial\"" for reasons YOU don't care to explain, justify, or defend.. I think your obvious attempt to specifically create even more outrage over a particular style of weapon that just so happens to be one of the most popular among the most uninformed, unintelligent, and dishonest anti-gun activists and politicians who most frankly don't know hardly anything about this gun or any gun who literally created a scary title \""assault weapon\"" only to push their anti-2nd amendment agenda for which is pretty obviously true when said ppl can't even define said term, even \""the experts\"" in the atf ya this entire statement is completely unacceptable and shameful and I demand a apology unless you want to just come out and state clearly that YOU ARE pushing your own political opinions and beliefs during these videos and NOT simply pointing out clear cut obvious facts and truth !""",UgzEkICWyImP2zfOCy14AaABAg,4509
V4,0.681,0.913,"Why should local authorities cover a campaign rally? The campaign has neglected to pay cities for trump's protection in the past. His campaign should have hired additional security detail. The amt of secret service protection that a former president is limited, not enough to cover campaign rallies, and it shouldn't. The campaign should be the one to make sure trump gets the necessary security while campaigning Don't blame local authorities or the secret service. Question what efforts and expense did his campaign provided him with I understand that after officially becoming the rep party candidate, the secret service will add the required security. However, prior to this official nomination, he is only citizen trump campaigning .",UgyQvia3BQR1csNqjUR4AaABAg,6604
V4,0.679,0.913,"A lot of your information is just plain WRONG! The AR15 used by the gunman had a 16 inch barrel. I'll have to look again, but as I remember the sniper who shot the gunman was shooting a suppressed AR10...In 308. This rifle is semi-auto while the Remington 70/700 (M70) is bold action. (I'll verify this, but the difference is irrelevant in this case.) At the distances involved, it really doesn't matter. (The 300 WM is far more power/energy than is needed for these distances. Most agencies opt for 338 lapua over the 300 WM for \high power\"" applications...Beyond 1000 yd.) What's most important is the TIMING of the GUNMAN'S \""first shot\"" until the return shot of the government Sniper. There was only 1 video that was focused upon the government snipers from which you could obtain that time difference. ( Hey interesting that this video evaporated after 1 day...Hmmm.) Per the video I measured the time difference to be less than 1 second, (Not the LIE of 26 seconds being reported) which means that the government sniper had; acquired the target, adjusted his scope, and taken his aim LONG BEFORE the gunmen started shooting! Why did he wait to shoot until AFTER the gunman had shot Trump? [Why had the advanced team ignored the most obvious and optimal sniper position and left it unprotected? Why were the government'snipers placed in an UNPROTECTED, Non-optimal position that was nearly in-line with the target? Why did they also ignore the requirements for effective and reliable communications? Why did they fail to create an implement a proper crisis management plan to address a potential slipper scenario?] The only logical conclusion is that he was \""following his orders\"" to ensure that \""dead men tell no tales\""... Which should be GREATLY disturbing to all of us because it means that this was a SETUP! People need to realize that the secret service Advance team has a checklist includes 7 steps A to G witch address all of the proper surveillance and tactical activities that must be completed BEFORE the event begins. In this case they've had absolutely FAILED to implement ANY of these properly, if at all! Given the supposed expertise of the secret service and the statistical probability of them failing To promptly and accurately complete ANY ONE of these activities, it is virtually IMPOSSIBLE that the secret service simply FAILED to comply with ANY of these requirements...Much less ALL of them! In other words, it was a BLATANT SETUP !!! Stop listening to the media, as they continued to LIE about nearly anything and everything involving Biden or Trump.""",Ugynd4gxAAklGypIN6l4AaABAg,1633
V4,0.664,0.913,"Secret Service failed to protect assassinated presidents Garfield, McKinley, John Kennedy, and assassinated presidential candidate Robert Kennedy. Presidents Regan and Trump were also shot and wounded. Presidential candidates Theodore Roosevelt, Smith, and Wallace were also shot and injured. That's four assassinations, two presidents shot, and three more presidential candidates shot, all on the Secret Service watch and failed protection.",Ugy7OR-15YoXsyy0B-V4AaABAg,5843
V4,0.664,0.913,"The management of the rating increase worked well. In a split second, they raised the rating of the state criminal Trump, for whom the prison is crying.. He should be in prison and not on the Tribune campaigning for his election as President of the United States.. It will be a Great Woe for the USA and Europe when Trump becomes Presidents to the delight of the Enemies of the United States. Already now he is betraying the interests of the United States, announcing the lifting of Sanctions on Russia, which were imposed for the War Crimes of the Russian Army in Ukraine. Trump wants to be friends with the War Criminal Putin, for whom an Arrest Warrant was issued from the International Court of Justice in The Hague.",Ugx8-tCQTRJdVh7lsTV4AaABAg,9579
V4,0.662,0.913,"Most of the questions asked here in this video but without any answers can be found all over the internet. My advice to everyone is, if you are wanting to find out information find out that information from people who know the information. You will not find answers from your favorite TikToker or random video like this one.",UgzwejyNKjeOw27vrCV4AaABAg,14197
V4,0.651,0.913,"It also happened cuz a tip I called in prior of a possible sh*t caller wasn't heeded over 2 yrs ago cus I heard it first hand from a liberty posse Don. Then I heard they issued STk orders at the bureau on him so makes sense, they failed to protect him here. Crooks name sounds familiar. But he's now d so they can't interrogate him meaning they didn't want any of this known. They're covering it all up including lib posse running a citywide child testing grounds, where kids across the city and people across whole areas got tested on: too many for reparations. Lib posse also helped Lockheed expand from 2 to 46 states, so USA WANTED them to do this it now seems. They keep Lockheed privatized to give plausible deniability to the USA gov of having anything to do with cases of human testing and usually peeps going into Witsec are convinced to drop the lockheed portion of their cases. Many don't even live long enough to see a case thru like that. Anyhow they were child testing and now it's too embarassing. During the 90's homeless crisis where kids across USA were thrown on the streets, it proved perfect climate for this testing. Kids got forcibilied, abducted, and worse, many didn't make it. And Donnie Brasco had been in town prior and left a city full of kids to later suffer that! So Begay knew and wanted m0b this time around to do this level of stuff and planned to cover it up later. One possible young v1ct1m believed his demise would be covered and told me they'd have to foia request him. Kids coming from other cities, said the same was occuring in their cities, which I personally witnessed from Boston, La, New Oreleans, Austin Tx, Seattle, & Salt lake in addition to portland or. So seems a massive countrywide testing on kids. Wow!!! Trump wanted to expose the deep state. I don't think they wanted that and now seem to have so many in gov no one can do their job based on one bureau whistleblower who left cus of toxic work environment and not being able to do their job. So my guess given the effery I've encountered with them is that they are indeed compromised and have just run wild with the m0b across the country cus of mass testing is now in that many states and I witnessed lib posse have meeting with Lockheed contractors who said their boss at Lockheed wanted the m0b to help them expand to more states long ago as a kid; then this isn't a free country anymore.:: they're now in 46 states, which they were only in 2 back then. I likely won't live long, and so my story is there for however long it lasts. Kids gave songs to so many artists material is still coming out and will continue to embarrass USA for the foreseeable future. Till they take a case but this time lib posse said they'd have to k all of their helpers and fam and v1ct1ms across the board and USA seems cool letting that happen if trump had this happen after I called in the tip. DRAIN THE SWAMP IN MY HONOR WHEN IM GONE! Once u hear my story youll see why I said that.",Ugznum3I-vWqb1Y5TP14AaABAg,4058
